time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.8200000000000004,-0.2026355797728267,-0.0017351702793636675,4.690137527751406,6.2816377474786105,0.1802160147771481,0.0,-0.962691564027389,-0.008233912071735402,9.583549685219069,-0.0037586113672450996,0.43927098302899287,0.0,877.4531,878.8164,4.655505,0.002239341
0.8400000000000004,-0.2225610688685666,-0.0019055307354435048,4.883518117509616,6.281562578752219,0.18905320790934788,0.0,-1.0298573455466018,-0.008802133536248324,9.754509290601957,-0.0038422887703870217,0.44944678487654205,0.0,877.4531,878.8164,4.655505,0.002239341
0.8600000000000004,-0.2438564731305047,-0.0020874692526258883,5.0802794552442,6.28148573644885,0.1980935264623218,0.0,-1.0996830806472075,-0.009391718181990022,9.921624482856412,-0.003925619902880954,0.4595841272741213,0.0,877.4531,878.8164,4.655505,0.002239341
0.8800000000000004,-0.2665751538387263,-0.002281412949313613,5.280344426547829,6.281407227494437,0.2073361949358521,0.0,-1.1721849901749504,-0.010002651486782428,10.08487264750652,-0.00400860960556086,0.4696822387854697,0.0,877.4531,878.8164,4.655505,0.002239341
0.9000000000000005,-0.29077078175569016,-0.002487788428997427,5.483635490748963,6.281327058718107,0.2167804226276404,0.0,-1.2473778015214283,-0.010634896481598996,10.244233772606837,-0.004091262863748577,0.4797403614809734,0.0,877.4531,878.8164,4.655505,0.002239341
0.9200000000000005,-0.3164973082366025,-0.002707021335996049,5.690074731442862,6.2812452368492835,0.2264254039048339,0.0,-1.3252748465698043,-0.01128839421826323,10.399690296783064,-0.004173584796674902,0.48975775111836556,0.0,877.4531,878.8164,4.655505,0.002239341
0.9400000000000005,-0.343808938274842,-0.0029395359202587213,5.899583903928771,6.281161768515009,0.23627031847893143,0.0,-1.4058881572541468,-0.011963064208004,10.55122695180782,-0.004255580646851831,0.49973367731395685,0.0,877.4531,878.8164,4.655505,0.002239341
0.9600000000000005,-0.372760105427916,-0.0031857546105898645,6.11208447945018,6.281076660237485,0.24631433168388472,0.0,-1.4892285580532565,-0.012658804825110295,10.698830600333167,-0.004337255769425079,0.5096674237043696,0.0,877.4531,878.8164,4.655505,0.002239341
0.9800000000000005,-0.40340544855615523,-0.003446097595542776,6.3274976861476295,6.280989918431809,0.25655659475720594,0.0,-1.5753057547706693,-0.01337549367018088,10.842490069411756,-0.004418615621534833,0.5195582880987455,0.0,877.4531,878.8164,4.655505,0.002239341
1.0000000000000004,-0.43579979029372623,-0.0037209824111221635,6.545744546646213,6.280901549403939,0.266996245123889,0.0,-1.6641284189864263,-0.014112987887757862,10.982195980446592,-0.00449966575171141,0.529405582621416,0.0,877.4531,878.8164,4.655505,0.002239341
1.0200000000000005,-0.4699981171596192,-0.004010823534334126,6.766745912212836,6.280811559348866,0.2776324066829634,0.0,-1.7557042676028694,-0.014871124433438335,11.117940576215792,-0.004580411789331245,0.539208633845043,0.0,877.4531,878.8164,4.655505,0.002239341
1.0400000000000005,-0.5060555612051069,-0.004316031981527624,6.9904224934312245,6.280719954348992,0.2884641900964926,0.0,-1.8500401369459054,-0.0156497202859115,11.24971754562306,-0.004660859434157286,0.5489667829142111,0.0,877.4531,878.8164,4.655505,0.002239341
1.0600000000000005,-0.5440273830838118,-0.0046370149103841405,7.216694887355728,6.280626740372721,0.29949069308082077,0.0,-1.947142050924582,-0.01644857259974016,11.377521846827246,-0.0047410144459865645,0.5586793856595246,0.0,877.4531,878.8164,4.655505,0.002239341
1.0800000000000005,-0.5839689564210093,-0.004974175224332641,7.445483601118051,6.280531923273266,0.31071100069989743,0.0,-2.0470152827951678,-0.01726745879510981,11.501349529405061,-0.004820882634426363,0.5683458127022079,0.0,877.4531,878.8164,4.655505,0.002239341
1.1000000000000005,-0.6259357533501705,-0.005327911178095588,7.6767090719741,6.28043550878764,0.32212418566047596,0.0,-2.1496644101209537,-0.0181061365811849,11.62119755619996,-0.004900469848819093,0.5779654495492554,0.0,877.4531,878.8164,4.655505,0.002239341
1.1200000000000006,-0.6699833310770342,-0.005698615983009184,7.910291683791173,6.28033750253587,0.33372930860901917,0.0,-2.2550933625654155,-0.01896434391017477,11.737063625507382,-0.0049797819683346425,0.5875376966791785,0.0,877.4531,878.8164,4.655505,0.002239341
1.1400000000000006,-0.7161673193247277,-0.006086677410707607,8.146151779988665,6.280237910020396,0.3455254184301131,0.0,-2.3633054622039324,-0.019841798859667484,11.84894599424185,-0.005058824892247696,0.5970619696184073,0.0,877.4531,878.8164,4.655505,0.002239341
1.1600000000000006,-0.7645434085076439,-0.006492477393717121,8.384209672958335,6.280136736625668,0.35751155254621736,0.0,-2.474303456087697,-0.02073819944128398,11.956843302725062,-0.005137604530416232,0.6065376990084023,0.0,877.4531,878.8164,4.655505,0.002239341
1.1800000000000006,-0.8151673384769457,-0.006916391621472069,8.624385650002845,6.280033987617932,0.3696867372185668,0.0,-2.5880895408424798,-0.021653223334210804,12.06075440172589,-0.005216126793976184,0.6159643306635562,0.0,877.4531,878.8164,4.655505,0.002239341
1.2000000000000006,-0.8680948876767139,-0.007358789130241002,8.866599975843835,6.279929668145211,0.38204998784904376,0.0,-2.7046653791343482,-0.0225865275426825,12.160678182373287,-0.005294397586266032,0.6253413256199645,0.0,877.4531,878.8164,4.655505,0.002239341
1.2200000000000006,-0.9233818625468969,-0.007820031885438021,9.110772891763082,6.279823783237454,0.39460030928285317,0.0,-2.8240321078839505,-0.023537747977019345,12.256613409551399,-0.0053724227939939695,0.6346681601751535,0.0,877.4531,878.8164,4.655505,0.002239341
1.2400000000000007,-0.9810840870073405,-0.008300474354791875,9.356824611452323,6.279716337806864,0.407336696111809,0.0,-2.946190338160412,-0.024506498958366072,12.348558559372712,-0.00545020827865914,0.6439443259188677,0.0,877.4531,878.8164,4.655505,0.002239341
1.2600000000000007,-1.0412573918562944,-0.008800463070853748,9.604675313659149,6.279607336648414,0.42025813297807524,0.0,-3.071140146734965,-0.025492372647821237,12.43651166130992,-0.0055277598682374075,0.6531693297550158,0.0,877.4531,878.8164,4.655505,0.002239341
1.2800000000000007,-1.1039576039168735,-0.009320336181343907,9.85424513172775,6.279496784440511,0.43336359487818044,0.0,-3.198881059322936,-0.02649493840119467,12.520470145550233,-0.005605083349141101,0.662342693914889,0.0,877.4531,878.8164,4.655505,0.002239341
1.3000000000000007,-1.1692405347660075,-0.00986042298586776,10.105454140144424,6.279384685745818,0.4466520474671425,0.0,-3.3294120255904716,-0.027513742051190615,12.600430696117245,-0.005682184458461199,0.6714639559617718,0.0,877.4531,878.8164,4.655505,0.002239341
